,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,dGoffset (kcal/mol)
mobley_9055303,-37.79535075858963,-3.217518726703724,3.920487187717122,11.974766409250929,1.585223394659301,-6.073574649226701,11.470222183599493,13.964796956273627,15.7535347718785,6.730008826002904,-0.39069223894452143,15.058811869529848,10.884615600800817,-2.9294660923865523,0.3148551992330545,-3.658567805031268,0.41431773257200616,0.14823161837302137,3.222795424870843,-0.29872349013484223,4.658129977063319,-0.8771295610068112,3.8688221831903427,-3.1320973341815224,3.402566357524776,-2.312542296771647,-4.1498502035339175,1.7452544845459692,-1.4579981741419823,-5.086720236023881,3.1606612827025486,-1.7031356415418244,-4.656359094715915,0.18434888762341423,-5.135758698225159,2.2130786072376094,-2.2736882369194036,5.28228492024053,-0.9568668048596579,-2.0582239111849816,0.3048486204427127,-0.6530126077167575,-0.19837242585586906,0.08157886610544685,-1.288670340695603,0.10018012903135647,-1.1161049982017963,1.2727195900355868,-0.1491254867568256,0.540295659851695,1.5739215130147035,-0.5857602268695498,1.92288991986969,0.4838760222654528,-1.0591441792840424,-0.9880780510692493,0.3595324850496562,0.8189592958851117,0.2357937042105823,1.283371713087373,1.0102064751216955,0.44840171538868345,1.7022635441612015,1.2667905822459435,1.0138188453505002,-1.0929569111243909,-1.292966201424057,-0.5063341141603351,-0.22347416020626654,-1.3057700305793882,-0.7412689706154004,-1.439179356641881,-0.7103697414500365,-0.6549332446936047,1.8070460818628538,-1.5189197334243176,1.3151737367244856,-0.341515456123166,-1.0371809722393068,-0.36773482561459236,0.19392242331664145,2.293846039037306,1.589397603411237,-1.2520538894621662,-2.1699591027600116,2.9897853678440747,-1.3296507633833319,1.463390832806986,-1.6252450079677072,0.9150339105700678,-0.3295389069826775,5.0005323068155745,-0.7725587259803822,0.7492079254932568,1.7063852533706945,3.0191006633299917,0.2851519537613138,-0.8873267951177143,1.9412353744930118,1.0375877100653002,-0.7267076622631259,-1.2189246936657439,-2.026836336321654,-0.6481147435605044,1.2802595363980689,-0.42014516772426047,-1.834043583146996,0.13591090211534382,0.23806313943549998,2.480980687771145,0.4532845122632961,-0.4500000000000002
mobley_2410897,-24.18290657023,-2.0761885497499493,2.3132248369826542,2.692006130222737,2.37391079215998,-2.246622178070651,5.486501959625468,6.400391373058871,1.3442738109379522,0.07789914616540927,3.1282844888703143,5.643909942412138,1.1163281030076437,0.41774679198043596,2.5799971635311887,-2.6045019757667536,0.4556331697582127,0.7311303654609407,1.1189853449221887,0.0038940479573077273,0.38350267479105615,0.47038029012124455,-1.3547848203109851,0.05522594750039481,0.34456012525243757,0.01509290714387959,-0.7327226324773164,0.005695244020670884,-2.2853403695814136,-0.529693708084285,-0.7714536113295878,2.966174937163632,2.1120082488303376,0.7780266194394128,1.0006494031647841,0.5876362789756047,0.5071353393933434,-0.6902575708637196,-0.3923649536959759,2.2670017674460623,-1.8723537404370572,0.12752004808509615,-0.05480998908706656,-2.3370514779014417,2.1702827530897655,-1.0652677006389877,1.4331705826868162,-0.3166225717502277,-0.24631999475098787,1.203592996132067,-0.3853514796648508,0.18215905409292862,0.21940501784620636,0.34729238985096,1.6585339163148387,0.7952329701474955,0.32063128117047074,0.8869850814165465,-1.9183938419648938,0.31565811655155307,-0.8739230627603302,0.48581666638711035,0.9451714340654137,0.4801637135708745,0.976993138911807,-0.47905384931137596,-0.5297549438610585,0.034130567105316076,0.13963984741165666,0.5417927606443788,-1.4362694044757731,-0.8855602507059397,0.4782153504654695,-0.04176932005285449,0.3095323902756308,-0.25203740839853683,-0.27073640768698953,0.36704228247634935,0.00029037436050987416,0.5705116294032254,-0.8293220742550196,-0.4940796506173078,-0.3921963372990334,-0.8975205263899239,-0.4566347017632327,-0.6736369566943485,0.30678144345600067,-0.7856221045432622,-0.42181473233274336,0.546937979739454,-0.8395499249847639,0.18778872086643783,-0.04328190709799352,-0.10527197773565243,-0.276649444822507,0.45728248755826695,-0.7249585078668468,0.32794206470806936,-0.30153381033005733,-0.3605665159700727,0.3863772408735873,-0.914431013290376,0.22039524255053106,0.34385671507542975,-0.5531180899799196,0.6441831312870993,0.6834935206493233,-0.025373569779268076,-1.130534907493435,0.10324942437204779,-0.6282865732701234,-1.3399999999999999
mobley_6804509,2.8743895590945283,16.360799990221253,-7.273795420921562,3.410096098222471,1.51041826754623,-0.24655000422523035,-2.0115327798981877,-5.923337546196364,0.0766540265059227,4.6230678157304395,-1.1392196578695615,-1.0005156470835235,-5.121827178859853,-2.290569235719949,0.19659268469081181,1.7155470772959445,-3.2656655186608967,-0.09256646057009651,-0.2919622989084245,1.221607259871361,-0.09889928886709898,1.8115567603468101,-0.12956816869561572,-0.9053425061925525,-3.33647086117326,-1.034976348770829,-0.4526224477577681,-1.1694250632849266,-1.5201607105133832,-1.277661503172843,0.0817403399587245,-0.2845899682020991,-2.5410893514416824,0.9414833946016236,-0.24434141572840845,0.5424725929353662,-1.8549493466772666,1.4785395665540804,0.24961670911098185,0.3324955031215425,2.0155523494421437,0.14590339168345412,-1.1792267800553604,0.1756237384712225,-1.1231729469024192,0.2034295794120341,-1.17697689732662,1.7021163190283843,0.6730385783111588,-1.6204783400551646,-0.4579480419334145,-0.7321328253309193,1.1852308474476696,-0.9873054521474853,-1.1915972287877057,1.6111531019423633,0.49165924760041496,0.30031480635572083,0.9070859656399775,-0.8183531665902275,1.0146224295042499,-0.8522661380148364,0.3278613217116616,-0.5981492887653087,0.39203111134159563,0.06528302500176825,-1.4812404804653447,-0.8370372307732622,-1.164414377063285,2.034633307535717,-0.7435271370003854,-0.06089299355688028,-0.2731234106499157,-0.5660524955204866,-0.23190567307192742,-0.07271658378131672,-2.898678917154718,0.8493363364417932,-0.8878634525128515,-1.1190325559996765,-1.5238745511495053,0.017732756121537352,-0.393347169532674,1.9129279929330163,-0.6345681944633133,-0.6266728587649911,1.5996832231054157,1.5754737436092872,1.110238097076401,0.5360466527373298,-1.460531014199002,1.218256390223264,-0.511991359073682,-1.2461761142633812,1.263217127524981,0.6089224167222864,0.6348650031088076,0.7730952183453442,-0.5137737986029287,0.6773597544488761,-0.2774230662348472,-1.577406606687122,0.2543713211713591,0.12218691381026094,-1.433413631483865,-0.26186794852876905,-0.038037150796936585,0.3961164979149896,0.08205219285099816,0.32646352259910655,0.769748015190679,-1.3800000000000001
mobley_7415647,22.147837005804146,-0.23537647328192118,9.869652154280532,-8.865892683061318,3.96259058710153,-1.3239177131169368,-4.110026830634207,1.2977078873465435,-0.6326255284975055,5.715472677906697,-2.847681470016122,-5.009009768588693,4.331889778932058,-0.18939571044615816,-3.0614288742329108,-1.4264447549126849,-6.601507146329077,-2.8775776666734307,0.6547762883020091,-2.2652970951046645,0.6245992980387701,-0.9931226118231168,-1.3322192165267333,-0.8257754747690083,3.741404407554079,-5.823127896282414,1.1011283412397337,2.655174028119028,-2.1464560679740377,-4.06956076747406,-3.1118810160357424,-0.5288474899967797,2.0267801232507265,3.9036965319623462,-6.878318003731156,-3.7725923503545395,1.4804940321889448,-6.310295312482539,2.9072777390720943,-4.268659714477624,5.261860382138706,-0.9455476754545138,-1.2267582101588552,-4.016812091029966,-1.375688104067719,-0.13501818227049914,0.696053402855376,2.4989709793508985,3.1338027044027714,-0.9304296835408422,1.0917675316530127,1.227319098683648,-3.817698874704183,-1.4988192886647125,4.032799342315739,1.0469977440282503,-1.8470532323476239,-0.7776636062169902,0.9009352753540208,5.222048644822349,-3.512751237287598,0.7907863282146297,-1.824170760403251,4.940348803175261,-0.29390361151684286,-4.82116404222946,2.474953541981743,1.0912657782002133,2.2027406993435688,1.076789589148671,2.0848068626313787,-0.8375597494638488,0.7368525491880563,-2.2239477026311287,-0.37369992989967676,1.0427722163695885,-3.0655033806159806,-2.129838761073823,-1.673896815105734,0.6465967934759682,3.3529985526093937,0.38892596560679626,-0.49129631139910807,0.5409715429594832,-2.8003875689527398,0.22332604364961042,-0.559468707218722,-0.4507413828911189,-0.8690730131630428,2.928607566620278,0.8621638341906922,-0.6049976695003133,-0.9569344261706462,-0.38883595338580484,0.9448597086706279,-0.6678541903960683,-0.08698821008394679,-3.582655723278957,0.5862492030370663,-0.6887382859622265,-0.5204980948081341,-0.8375683749896897,-0.13375036566907203,-0.8384358194358645,-0.8647367457048611,-1.2429704213575314,0.7903040509271737,-0.23950416165044644,-1.052073339604858,-2.165237521231045,-0.7849323451547294,-1.9100000000000001
mobley_2183616,4.341601227549734,-5.795833419660997,-10.172224708487873,-3.8883592307125965,1.2745869384205766,1.2810701483938878,-4.026131217879256,-2.1870568597600335,2.9685902420992463,0.19910535543328917,1.2551740953760184,0.23303409635097536,1.2533622507658915,-1.2270810016491263,-0.9987543319941666,-1.6218038723917696,-1.0502946567585452,-0.5294127726185243,-0.9453609427725215,-1.538461390854708,-1.1948166396450213,-1.3658455862908703,-0.060928467791612206,-1.653050593833889,2.215403156383603,-1.0772829819986671,-0.40312962519180473,-0.24206234184346354,2.176810285486351,0.15843655927748912,0.7849714333841485,-0.15377862116561747,-1.1259702567751473,0.630834839163431,1.3587560479263225,0.14541588262851182,-0.9043011973015931,-0.2196844876042571,2.6753066165816555,1.0045832186165542,-1.4858510311557018,-1.8072101038392745,-0.07078850191831217,-0.5629746262010805,3.3581877324727585,-2.2168388221909656,1.4117564889610754,1.0719566864764007,-0.5372529630178552,-1.2584396926448693,-1.1737408441602528,-0.0417009825127129,-0.35174374007182607,0.7682728358048132,0.283324875728232,-3.18629831784938,-0.45533647268451766,-0.729019669135266,-0.5749523770871329,-0.20669626215522877,1.2295945391083112,0.36799189159173906,-1.569188389786511,0.4463936005855497,-0.823194300681906,-1.7030860936376975,-1.545403425321689,-0.061838056104347186,0.9158715737280118,0.17570286370146868,-0.9023629036726142,-0.1904411208103217,0.556168865206578,0.5296915269841188,1.9082521003782402,-0.042606697329553744,-0.4457244164304476,-0.22456584937004667,0.5072549292044408,0.5756640109201867,0.9093947351044843,-0.7493040977943987,-0.7152327505712911,-0.7961285974730987,-1.0675151359884636,-0.44328845918138193,0.7412547097566449,1.768750306676543,0.6594240147686863,0.07042894265961518,-1.5028006605619066,-0.1994639442498703,0.5865938966718872,-1.123835585860688,-0.09603578326165742,-0.8390518917829372,2.09311376782511,0.8559216280888603,-0.1280418359343088,2.1223372179978988,-0.28239278283837743,-0.392317421112507,0.29185576824991777,-1.6521680622878583,1.2115950470645849,0.47284819527260513,0.12495216302334362,-1.0017195855436178,0.16784449242235905,-0.7839779350446847,0.47530520378452795,-0.23
mobley_3738859,-11.095844044047523,-3.3237137245274964,-5.505598940099258,8.236711451103082,3.7656606205170418,-1.2218485956761824,-4.046059883198642,-2.2446751611483955,-4.027632380825671,-3.014366921146828,-1.3233260595093832,-0.5709305870397546,0.5191697887013057,0.4605261805025985,-0.9224744414421746,-2.011968934259291,2.5668515477430778,-0.6283210285448957,1.168468515512813,0.36367294260417493,-0.12662802951373434,-0.7485577668894344,-0.7888198279752809,-0.08894520810107527,0.42669292275114606,1.9949846727660423,-0.5256956739463805,1.4233163973417489,-1.699655748381404,-0.473709327114519,-1.3728544012084347,-1.635399431703429,-2.767462956601544,1.3461382447267198,1.7326000371043235,-1.1813030605551567,-0.5118716906313633,-1.2089125015278035,0.3640902639452647,-0.7511802907445471,2.4746157513597753,-0.7733148418753212,0.3804484051728941,3.4346170652176586,0.966980266710592,-2.9403018498975038,0.053210155497578286,-3.111235661854472,0.6275257896878047,1.6993309644398191,-0.0555439123677779,0.6476269129427492,0.5904355490980412,-0.3557017952512932,-0.3094820209249317,-0.5059078341373194,-0.18346661183503646,0.3126391446199733,-0.5964273232546229,0.6585996259477145,-1.113057922690578,-0.05806988569757828,0.23608751230498054,0.7662701280401262,0.7164563325645967,-0.3804596570465756,0.7815456796322583,0.4045528234406171,1.529625651579349,-0.19997758654727207,-0.6059515696467181,-0.7423832262566309,-0.7922798309894921,-0.6943127214919574,0.22417416316813885,0.27932371618187024,1.158978004956975,0.2933832398524014,0.11970169241628414,1.0576338435211685,-0.21736323411091937,-0.3789252577121781,0.9414498549502456,0.6172079997574877,0.27027648430613005,1.4158613619104556,1.0156976191937275,1.6190763867260276,0.13762581216800027,0.0008814302677754345,0.09965252190533729,0.5034518810983857,0.33275518109045066,-0.43622167290980174,-0.9594141300169413,0.16777861564956237,0.5421726791239666,-0.11612394116363679,-1.0004315914783748,-0.5224523487034205,-0.10808201205279967,1.0965701977146298,-0.3544896879176567,0.2709192799235035,0.5010223791343059,0.5194265911084333,-0.23746951000203934,0.7397612546037037,0.22193377548195392,-0.40594048440802083,-0.18488014879520434,-0.9199999999999999
mobley_9246351,-23.785762339092578,13.611333342737431,-2.276142939439673,21.304257742915382,6.8871445777614735,-13.005050427457554,-7.012089631820831,-0.48015728281309894,-3.2826398601307587,-9.543442296809252,-6.234915508247797,-6.28804295296278,7.522526578195414,2.5041619627255387,-0.22228232901332992,0.05495089395415969,-2.3107013160998457,-2.3680771618863377,-0.757993886460798,-0.03394889678780633,-0.44850057278137934,-1.2519458769916438,0.8818890827450337,0.15450361935832466,-0.8514831660892062,-1.363230932285588,2.5086272997543126,-4.4365353665962735,3.161756762651719,3.133501393188971,0.44245292144203685,4.915302299345195,2.0234364461326466,2.147611774059268,-1.2926400487638998,-0.10129358138651993,-0.40672089396903865,-0.5558579652870527,-1.432341990922774,-0.5974709405766473,3.3267557755467485,1.5050752237510727,1.3626348693057744,5.893302998983792,3.589264343623444,-5.101890535697635,1.284344715883942,-5.165477969010667,3.9753704845408318,-0.05145672544025092,0.4963778749645681,2.9204951698917023,-2.281387978738557,0.8042321717292861,-0.5580818194519174,-0.1390661840526182,0.602916476102113,0.024854573518061123,-0.010015783738205922,-1.2037800299100097,-1.1156164747177302,-0.7926553277978496,0.0466555765891614,-0.23837198466796586,0.22346506346926168,-0.7592937662834575,0.17186647104190902,-0.4063733458093202,0.4936580945524546,-0.20087453972781216,-2.2604495337101866,-0.17518449318056975,0.08403212837808235,-0.2365627662482773,-0.473861808937636,0.15088814338336945,0.05217710377268689,0.2328044234416227,0.4030439933503863,0.2904806410149671,-0.5325689915064673,0.7912150402823828,-0.3704581040270409,0.8965424451211137,-0.34626594244790404,1.8239116841023568,0.6248394357305047,0.1916263108365612,0.33846620653763243,-0.6864486029706494,0.2975205007430955,0.8283305015384095,-1.0241762434027286,-0.15063537672692906,-0.4288651726149587,-0.6392029758996896,0.5474575841624215,-0.5391417050330614,0.047855507771622445,-0.3149605508785067,0.11808213165091061,0.40721690964873236,0.08148638670348282,-0.475283177115139,0.024701797979170798,-0.9446358999954964,0.036007445950861416,0.00851437399178184,-0.6530600344541212,0.3181719411693493,0.45203813596378645,-1.55
mobley_6091882,-31.04198830261226,-1.9657992587200301,-1.4013285586695177,7.238089594597263,3.809706723623029,-4.740765039033373,8.122203253563287,8.958116660501206,7.011393187977225,3.055551179499158,4.295584266237536,3.9643167000556656,2.957581205041519,1.5530084380574596,-0.49298379459843594,-0.9644828364876377,-0.5363730425920511,0.46992626044242086,1.229107769576067,0.6491084306524455,-0.5711998940998712,2.1524946561301066,1.37063160654463,2.442223948858596,0.3025631162972719,-2.363237807408131,-6.186408784839299,-3.748731145711356,3.511745509131016,-0.1743227675274243,-2.0072112613909154,-3.1886705416116436,-0.28298107746394424,-0.8321787482822094,-1.2680007468884567,-1.611409256288004,-0.6858620197753013,0.9242196094389118,0.8492885610367312,-0.24881782662288698,0.8965247174537057,0.5172656505895117,-1.4594245689155563,-1.9697684305208754,1.4750500513788907,-1.2956054612447072,-2.5011726364794455,-0.16992349933413023,1.1830276001143918,2.015315104199277,0.9040748502971604,0.9708961107883525,1.2004110510612196,0.3194753779718738,0.407420178853103,0.7581565236716657,1.6444142008868075,1.4338741910012742,0.04245680213424856,0.8591470803655998,0.8205268480147727,-0.973048273292351,1.3865368575314354,-0.9196259242496557,1.816956692269658,-2.2693368011293518,-1.8685695236978663,-0.5282126629022157,-3.034696607900852,-1.6099432859250649,1.3610191883110796,0.13310163966779348,0.8431213970798966,0.684541217380743,-1.2378843092412106,-0.7922862394791605,0.2986547955001424,2.0057116867677487,-0.29246937486674573,-0.6135937822471301,3.84714481473924,-0.10306532117543607,0.9750019564607394,1.0150922897329688,-1.1080544398323895,-1.635834521896955,-2.5768190994166735,-0.723686951701042,-0.9796107770192265,-0.11639425740210503,1.6502360256856405,1.0691310952896973,0.5014500509239148,-1.7746651553660204,-0.5433047966627551,1.4204226828648039,-0.32211157349850134,1.8511613173450399,2.9744714683705444,-0.626132739510266,0.41863378336530466,-1.9960245749992844,-1.565168118051177,-0.07367551479219696,-0.07419987216253597,0.7107688604224127,0.0758806219643772,2.106079424487966,0.7498007443690895,-0.4388816295470986,1.1685015201662086,-1.05
mobley_9883303,-7.257090905225803,-11.655509035015115,-5.7792083854743135,3.5828406545211005,1.131271697289515,5.327452179059548,-0.8029396869327289,-3.130852486542994,0.9656158450088084,0.7399447332531349,-0.39124812604518766,1.1040728794767634,-0.37930076970976023,-0.32168554195624666,1.6123730240108065,-1.2729648386501133,0.3475225699991764,0.24838271992339378,2.083699581781103,-1.3159089631797067,0.5956958189071503,-0.6142212133298319,1.2537925881207796,-0.35039745442276804,1.4831475170404256,0.2023075443669174,-0.13761631275389294,-0.2665362577843813,0.3381510123927176,0.25568991120443785,-0.47698114741670755,0.7734321851282369,-0.9055274400260809,-0.01758364926099823,2.3595008837837304,0.3448793381680521,-0.47775636515066483,-1.0465401635360645,1.9232511731609172,0.2710810150959763,-1.5390327654755391,-0.5596366550881859,0.017079523240234838,-0.4692104346721087,1.625826805657637,-0.4908113588133954,1.7229575932065029,-0.4011207610149429,0.3708285912652356,-2.303384903339026,-0.9288075637227738,-1.117222852619276,-0.23950270832441475,-1.9742254217133939,-0.7821544669250877,-0.8418748758396777,0.032907089334725505,0.9977265653966543,0.8640081266440427,0.41622149723869384,0.053325868876437574,-0.8138689480721355,0.5279176249130414,0.2632663192676774,0.8227504769014882,-1.1956269272441655,0.7658208246816178,-0.8763895057733975,0.25511976550300147,0.43824954420161344,0.8863558078913132,1.0234088518200268,-1.0711710793990734,-0.016461062214166523,0.6761513192806662,-0.31335284224993004,0.8059593359629029,0.19854476270933596,-0.33596295980330637,0.22848566061989586,-0.45821449320109353,0.42127578940522487,-0.4793419297372937,-0.47172185649072346,0.03078971270466204,0.31423816566317675,0.06461796348317816,-0.17618559038756668,-0.044178481129228155,-0.03257684654282778,0.13667869170920924,0.2908782850880353,-0.26908255768032663,-0.11051606411152394,0.26336788052194504,-0.7095057426903681,0.0408402808082462,0.4920193042343624,0.03072476493455862,0.3855384607564245,0.16721956519567419,0.5682814236815549,-0.2253510909871679,-0.07673692052320683,-0.6210128227421905,-0.6914856413165895,0.2086461375947403,-0.7259679608940433,0.43780146377928464,0.3996639858855107,-0.0849883272159993,-0.10000000000000009
mobley_8057732,-3.586838290262209,9.426559448862943,-3.2095071210774484,-5.769834823599817,0.9679880912757193,-2.5314978405714816,-2.6007809599403315,-0.7075511407339702,-2.418111235574446,-0.6672675979441277,2.570544297038596,1.5696449789184073,-1.5402573355671831,-3.89042753180291,2.3595009606534783,0.026321282431674652,0.6650835552840825,1.1921615873595326,-1.7783499425034561,-0.34100932072255,0.6750506407502478,1.2029183184153736,-0.8030036739188352,-1.6259974507380417,-1.2548623362120965,0.29647040150598514,-0.11730958540776701,0.7536777284654469,-1.2414757889784411,0.13020982665080788,0.9089965094546274,0.9699031790759814,-0.961309043050747,-0.9140029389600185,-0.5752799696095497,-1.8768305006819481,-1.2496981338943962,-0.07956073642378911,-1.1954713116734121,1.4269939835148173,0.4432204980796933,-0.27441201830909556,-0.01964494023129649,0.19272027405796688,-1.0409692144371951,1.0494041586039389,-0.34494548351461113,0.8450471216707574,0.3960645424384761,-0.181017618231771,-0.0015529351573792794,0.2060024012472284,0.32929866965723775,-0.15775449826457363,-1.4524161574454486,1.016034024461837,-0.11571186235835502,0.23682172796654472,0.5824412193712013,1.1607009913820086,-0.3098898092311353,-0.03627513425796897,0.22528323269634182,-0.6869977449061541,0.448198646609604,0.14623459565297514,0.08102282114712285,-0.785050999000646,-0.8571506775515944,0.3289459555114762,0.2691701445148784,-0.010668262842203182,0.829920929249512,-0.5222590528073064,0.009017797059622246,-0.08880608381782035,0.48885629142889203,0.027127424657683533,-0.3132058718952994,-0.4680017587974711,-0.7098562968153439,-0.677872177015413,-0.03041243828969794,0.1963870107397973,-1.3570051889595918,0.907931279221823,-0.4961391024902068,0.020395237671268714,0.5169637519263406,-0.2984459511819582,-0.10100221694507164,0.29253653529632995,0.4353722959324586,-0.5593917980290056,0.1099796417048994,-0.06058128235924039,0.910751219378303,0.378195459817458,0.512631171216714,-0.47676075342485164,0.19918372166350992,0.309888219596656,-0.31328193324223197,0.5562655134328707,-0.5859455398186104,0.22041967563440876,-0.18710969898170066,-0.2783698264879879,-0.10169675773951882,0.05297699463176756,-0.3651535151264446,-1.6000000000000005
