,Fold,MAE/MAD
0,1,1.0072277666536122
1,1,0.7246082225578018
2,1,0.7246082225578018
3,1,0.7246082225578018
4,1,0.7246082225578018
5,1,0.7246082225578018
6,1,0.7246082225578018
7,1,0.7246082225578018
8,1,0.7246082225578018
9,1,0.7246082225578018
10,1,0.7246082225578018
11,1,0.7246082225578018
12,1,0.6804600779252314
13,1,0.6804600779252314
14,1,0.6804600779252314
15,1,0.6804600779252314
16,1,0.6804600779252314
17,1,0.6804600779252314
18,1,0.6804600779252314
19,1,0.56463505850392
20,1,0.56463505850392
21,1,0.56463505850392
22,1,0.56463505850392
23,1,0.56463505850392
24,1,0.56463505850392
25,1,0.56463505850392
26,1,0.56463505850392
27,1,0.56463505850392
28,1,0.56463505850392
29,1,0.56463505850392
30,1,0.56463505850392
31,1,0.56463505850392
32,1,0.56463505850392
33,1,0.56463505850392
34,1,0.56463505850392
35,1,0.56463505850392
36,1,0.56463505850392
37,1,0.56463505850392
38,1,0.56463505850392
39,1,0.56463505850392
0,2,1.011907955971754
1,2,0.9841425949771364
2,2,0.9841425949771364
3,2,0.8928476717093968
4,2,0.8928476717093968
5,2,0.8928476717093968
6,2,0.8928476717093968
7,2,0.8928476717093968
8,2,0.6053970090928029
9,2,0.6053970090928029
10,2,0.6053970090928029
11,2,0.5171817832299966
12,2,0.5171817832299966
13,2,0.5171817832299966
14,2,0.5171817832299966
15,2,0.5171817832299966
16,2,0.5171817832299966
17,2,0.5171817832299966
18,2,0.5171817832299966
19,2,0.5171817832299966
20,2,0.5171817832299966
21,2,0.5171817832299966
22,2,0.5171817832299966
23,2,0.5171817832299966
24,2,0.5171817832299966
25,2,0.5171817832299966
26,2,0.5171817832299966
27,2,0.5171817832299966
28,2,0.5171817832299966
29,2,0.5171817832299966
30,2,0.5171817832299966
31,2,0.5171817832299966
32,2,0.5171817832299966
33,2,0.5171817832299966
34,2,0.5171817832299966
35,2,0.5166885823553073
36,2,0.5166885823553073
37,2,0.5166885823553073
38,2,0.5166885823553073
39,2,0.5166885823553073
0,3,1.0560398617161042
1,3,0.7282852257953062
2,3,0.7282852257953062
3,3,0.7282852257953062
4,3,0.7282852257953062
5,3,0.7282852257953062
6,3,0.7282852257953062
7,3,0.5024393984697274
8,3,0.5024393984697274
9,3,0.5024393984697274
10,3,0.5024393984697274
11,3,0.5024393984697274
12,3,0.5024393984697274
13,3,0.5024393984697274
14,3,0.5024393984697274
15,3,0.5024393984697274
16,3,0.5024393984697274
17,3,0.5024393984697274
18,3,0.5024393984697274
19,3,0.5024393984697274
20,3,0.5024393984697274
21,3,0.5024393984697274
22,3,0.5024393984697274
23,3,0.5024393984697274
24,3,0.5024393984697274
25,3,0.5021820535224295
26,3,0.5021820535224295
27,3,0.5021820535224295
28,3,0.5021820535224295
29,3,0.5021820535224295
30,3,0.5021820535224295
31,3,0.5021820535224295
32,3,0.5021820535224295
33,3,0.5021820535224295
34,3,0.5016386553360981
35,3,0.5016386553360981
36,3,0.4848192365118666
37,3,0.48475069493458534
38,3,0.48475069493458534
39,3,0.48475069493458534
0,4,1.0008858071294902
1,4,0.9985326802321819
2,4,0.5343259810533617
3,4,0.5343259810533617
4,4,0.5343259810533617
5,4,0.5343259810533617
6,4,0.5343259810533617
7,4,0.5343259810533617
8,4,0.5343259810533617
9,4,0.5343259810533617
10,4,0.5343259810533617
11,4,0.5343259810533617
12,4,0.5343259810533617
13,4,0.5343259810533617
14,4,0.5343259810533617
15,4,0.5343259810533617
16,4,0.5343259810533617
17,4,0.5343259810533617
18,4,0.5343259810533617
19,4,0.5343259810533617
20,4,0.5343259810533617
21,4,0.5343259810533617
22,4,0.5343259810533617
23,4,0.5343259810533617
24,4,0.47942316275259034
25,4,0.47942316275259034
26,4,0.47942316275259034
27,4,0.47942316275259034
28,4,0.47942316275259034
29,4,0.47942316275259034
30,4,0.47942316275259034
31,4,0.47942316275259034
32,4,0.47942316275259034
33,4,0.47942316275259034
34,4,0.47942316275259034
35,4,0.47942316275259034
36,4,0.47942316275259034
37,4,0.47942316275259034
38,4,0.47942316275259034
39,4,0.47942316275259034
0,5,1.0095352367244916
1,5,1.0095352367244916
2,5,1.0095352367244916
3,5,0.9976308964511711
4,5,0.9976308964511711
5,5,0.9917601259663201
6,5,0.9917601259663201
7,5,0.9917601259663201
8,5,0.9490292922684644
9,5,0.9490292922684644
10,5,0.9490292922684644
11,5,0.9490292922684644
12,5,0.7807650361940448
13,5,0.7807650361940448
14,5,0.7807650361940448
15,5,0.7807650361940448
16,5,0.7807650361940448
17,5,0.6333204024924285
18,5,0.6333204024924285
19,5,0.6333204024924285
20,5,0.6333204024924285
21,5,0.6333204024924285
22,5,0.6297271517059168
23,5,0.6297271517059168
24,5,0.6297271517059168
25,5,0.6297271517059168
26,5,0.6297271517059168
27,5,0.6297271517059168
28,5,0.5655427208875826
29,5,0.5655427208875826
30,5,0.5655427208875826
31,5,0.5655427208875826
32,5,0.5655427208875826
33,5,0.5655427208875826
34,5,0.5655427208875826
35,5,0.5655427208875826
36,5,0.5655427208875826
37,5,0.5655427208875826
38,5,0.5655427208875826
39,5,0.5655427208875826
